id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
158067	sb	sb  	sb(b[	/s:ś-b-b/	vb G suffc. 3 m. sg.	to turn round, go round and round, go through	'the silver had turned to plates'.
158068	ksp	ksp  	ksp/	ksp	n. m. sg. abs. nom.	1) silver c) treatment	
158069	l	l 	l(I)	l (I)	prep.	to	
158070	rqm	rqm  	rq(I)/m	rq (I)	n. m. pl. abs. gen.	sheet	
158071	ḫrṣ	ḫrṣ	ḫrṣ/	ḫrṣ	n. m. sg. abs. nom.	1) gold a) in general	
# KTU 1.4 VI:35							
158072	nsb	nsb  	]n]sb[	/s:ś-b-b/	vb N suffc. 3 m. sg.	to be changed into	'the gold turned to bricks'.
158073	l	l 	l(I)	l (I)	prep.	to	
158074	lbnt	lbnt  	lbn(t/t=	lbnt	n. f. pl. abs. gen.	brick	
158075	šmḫ	šmḫ	šmḫ[	/š-m-ḫ/	vb G suffc. 3 m. sg.	to be glad	'Mightiest Baal rejoices'.
158075	šmḫ	šmḫ	!!šmḫ[/	/š-m-ḫ/	vb G inf.	to be glad, rejoice	EUPT: G-Inf.
# KTU 1.4 VI:36							
158076	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
158077	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158078	bhty	<b>hty  	bht(II)/+y	bt (II)	n. m. pl. cstr. + 1 c. sg. suff.	2) palace	'My house I have built of silver'.
158079	bnt	bnt	bn(t(I)/t	bnt (I)	n. f. sg. abs. nom.	masonry, building, construction, structure	DULAT (VI:36): '<b>hty bnt dt ksp — my house is a construction of silver' (// 1.3 V:19).
158079	bnt	bnt	bn(y[t	/b-n-y/	vb G suffc. 1 c. sg.	to build	Verb reading: 'my house I have built of silver'.
# KTU 1.4 VI:37							
158080	dt	dt  	d~t	d	det. / rel. functor + encl. -t	1) the one(s) of a) det. of quality	
158081	ksp	ksp  	ksp/	ksp	n. m. sg. abs. gen.	1) silver b) items made of silver	
158082	hkly	hkly   	hkl/+y	hkl	n. m. sg. cstr. + 1 c. sg. suff.	palace	hkly dtm ḫrṣ 'my palace of gold'.
158083	dtm	dtm	d~tm	d	det. / rel. functor + encl.	1) the one(s) of a) det. of quality	
# KTU 1.4 VI:38							
158084	ḫrṣ	ḫrṣ  	ḫrṣ/	ḫrṣ	n. m. sg. abs. gen.	1) gold b) in craftwork	
158085	ˤdbt	ʿdbt  	ˤdb(t/t	ʕdbt	n. f. sg. cstr. acc.	squad, caravan	DULAT (VI:38): ˤdbt bhth bˤl yˤdb 'the layout of his house did Baal arrange'.
158086	bhth	bht[h  ]  	bht(II)/+h	bt (II)	n. m. pl. cstr. + 3 m. sg. suff.	2) palace	
158087	bˤl	[b]ʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 VI:39							
158088	yˤdb	yʿdb  	!y!ˤdb[	/ʕ-d-b/	vb G prefc. 3 m. sg.	to leave > to put in > to place	
158089	hd	hd  	hd/	hd(d)	DN m. sg. abs. nom.	Haddu/Hadad	
158090	ˤdb	ʿdb [ ]  	!!ˤdb[/	/ʕ-d-b/	vb G inf. abs.	to leave > to put in > to place	ˤdb ˤdbt 'he prepares a banquet'.
158090	ˤdb	ʿdb [ ]  	ˤdb[	/ʕ-d-b/	vb G suffc. 3 m. sg.	to leave > to put in > to place	EUPT: G suffc., 'he prepared'.
158091	ˤdbt	[ʿd]bt	ˤdb(t/t	ʕdbt	n. f. sg. cstr. acc.	squad, caravan	ˤdb ˤdbt hklh 'he arranged the arrangement of his palace'.
# KTU 1.4 VI:40							
158092	hklh	hklh  	hkl/+h	hkl	n. m. sg. cstr. + 3 m. sg. suff.	palace	
158093	ṭbḫ	ṭbḫ  	ṭbḫ[	/ṭ-b-ḫ/	vb G suffc. 3 m. sg.	to sacrifice	'he slaughters oxen and sheep'.
158094	alpm	alpm[  ]  	alp(I)/m	ảlp (I)	n. m. pl. abs. acc.	(head of) cattle	
158095	ap	[ap]	ap(I)	ảp (I)	conj./adv.	also, even, besides	
# KTU 1.4 VI:41							
158096	ṣin	ṣin  	ṣin(I)/	ṣỉn (I)	n. f. sg. abs. acc.	ewe	
158097	šql	šql  	šql[	/š-q-l/	vb Š suffc. 3 m. sg.	?	'he fells bulls'.
158098	ṯrm	ṯrm [ ]  	ṯr(I)/m	ṯr (I)	n. m. pl. abs. acc.	1) bull	
158099	w	[w ] 	w	w	conj.	and	
158100	m	m	mr(ủ&i&a/	mrủ (I)	n. m. sg.	fattened	MERGE WITH THE NEXT: m+ria = mria 'fatling', split across lines VI:41/42.
# KTU 1.4 VI:42							
158101	ria	ria  	mr(ủ&i&a/	mrủ (I)	n. m. sg. abs. acc.	fattened	MERGE WITH THE PREVIOUS.
158102	il	il  	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	Reading of il here debated ('rams'?); ˤglm dt šnt 'yearling calves'.
158103	ˤglm	ʿglm  	ˤgl(I)/m	ʕgl (I)	n. m. pl. abs. acc.	calf	
158104	dt	d[t]	d~t	d	det. / rel. functor + encl. -t	the one(s) of	
# KTU 1.4 VI:43							
158105	šnt	šnt  	šn(t(I)/t	šnt (I)	n. f. sg. abs. gen.	year	ˤglm dt šnt 'calves of a year'.
158106	imr	imr  	imr(I)/	ỉmr (I)	n. m. sg. abs. acc.	lamb	
158107	qmṣ	qmṣ  	qmṣ(I)/	qmṣ (I)	n. m. sg. cstr. acc.	heap	
158108	llim	l[l]im	ll(u&i/m	llủ	n. m. pl. abs. acc.	suckling (lamb or kid)	qmṣ llim 'a host of kids'.
# KTU 1.4 VI:44							
158109	ṣḥ	ṣḥ  	!!ṣḥ[	/ṣ-ḥ/	vb G impv. m. sg.	to exclaim, shout	
158110	aḫh	aḫh  	aḫ(I)/+h	ảḫ (I)	n. m. pl. cstr. + 3 m. sg. suff.	2) in a figurative sense b) neighbour	'he calls his brothers into his house'.
158111	b	b 	b	b	prep.	1) spatial location c) goal of movement or action	
158112	bhth	bhth  	bht(II)/+h	bt (II)	n. m. pl. cstr. + 3 m. sg. suff.	2) palace	
158113	aryh	aryh	ary(I)/+h	ảry (I)	n. m. pl. cstr. + 3 m. sg. suff.	fellow	
# KTU 1.4 VI:45							
158114	b	b 	b	b	prep.	in	
158115	qrb	qrb 	qrb/	qrb	n. m. sg. cstr. gen.	inside	
158116	hklh	hklh  	hkl/+h	hkl	n. m. sg. cstr. + 3 m. sg. suff.	palace	
158117	ṣḥ	ṣḥ	!!ṣḥ[	/ṣ-ḥ/	vb G impv. m. sg.	to exclaim, shout	
# KTU 1.4 VI:46							
158118	šbˤm	šbʿm  	šbˤm/	šbʕm	num.	1) seventy a) appositional syntagm	šbˤm bn aṯrt 'the seventy sons of Athirat'.
158119	bn	bn  	bn(I)/	bn (I)	n. m. pl. cstr. acc.	2) son of DN a) in mythological texts	
158120	aṯrt	aṯrt	aṯr(t(II)/t	ảṯrt (II)	DN f. sg. abs. gen.	ʾAṯiratu/Athirat/Asherah/El’s wife	
# KTU 1.4 VI:47							
158121	špq	špq 	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply, provide (with)	'he supplies the gods with rams (and) wine'.
158122	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. acc.	1) god e) classes and groups of gods	
158123	krm	krm  	kr/m	kr	n. m. pl. abs. acc.	ram	ilm krm 'the ram-gods' (DULAT cites kr here; not krm 'vineyard').
158124	yn	yn	yn/	yn	n. m. sg. abs. acc.	1) wine a) yn	
# KTU 1.4 VI:48							
158125	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158126	ilht	ilht  	il(t(I)/&ht	ỉlt (I)	n. f. pl. abs. acc.	1) goddess b) classes and groups of goddesses	Surface ilht; ỉlt + pl. with h.
158127	ḫprt	ḫprt [ ]  	ḫpr(t/t	ḫprt	n. f. sg. abs. acc.	ewe lamb	
158128	yn	[yn]	yn/	yn	n. m. sg. abs. acc.	wine	
# KTU 1.4 VI:49							
158129	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158130	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. acc.	god	
158131	alpm	alpm  	alp(I)/m	ảlp (I)	n. m. pl. abs. acc.	2) “bullock”	
158132	yn	y[n]	yn/	yn	n. m. sg. abs. acc.	wine	
# KTU 1.4 VI:50							
158133	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158134	ilht	ilht  	il(t(I)/&ht	ỉlt (I)	n. f. pl. abs. acc.	goddess	
158135	arḫt	arḫt [ ]  	arḫ/t=	ảrḫ	n. f. pl. abs. acc.	cow	DULAT ảrḫ pl. ảrḫt.
158136	yn	[yn]	yn/	yn	n. m. sg. abs. acc.	wine	
# KTU 1.4 VI:51							
158137	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158138	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. acc.	god	
158139	kḥṯm	kḥṯm  	kḥṯ/m	kḥṯ	n. m. pl. abs. acc.	throne	
158140	yn	yn	yn/	yn	n. m. sg. abs. acc.	wine	
# KTU 1.4 VI:52							
158141	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158142	ilht	ilht  	il(t(I)/&ht	ỉlt (I)	n. f. pl. abs. acc.	goddess	EUPT genders m.
158143	ksat	ksat	ks(u&a/t=	ks/śủ	n. f. pl. abs. acc.	seat	
# KTU 1.4 VI:53							
158144	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158145	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. acc.	god	
158146	rḥbt	rḥbt 	rḥb(t/t=	rḥbt	n. f. pl. cstr. acc.	amphora, jar	ilm rḥbt 'the jar-gods' (DULAT).; EUPT/construct: bound to the following genitive.
158147	yn	yn	yn/	yn	n. m. sg. abs. acc.	wine	
# KTU 1.4 VI:54							
158148	špq	špq  	]š]pq[	/p-q/	vb Š suffc. 3 m. sg.	to supply	
158149	ilht	ilht  	il(t(I)/&ht	ỉlt (I)	n. f. pl. abs. acc.	goddess	
158150	dkrt	dkrt	dkr(t/t=	dkrt	n. f. pl. abs. acc.	bowl	DULAT dkrt.
# KTU 1.4 VI:55							
158151	ˤd	ʿd  	ˤd(I)	ʕd (I)	conj.	up to, until; close to, around	ˤd lḥm šty ilm 'while the gods eat and drink'.
158152	lḥm	lḥm  	lḥm[:w	/l-ḥ-m/ (I)	vb G suffc. 3 m. pl.	1) to eat	
158153	šty	šty  	šty[:w	/š-t-y/	vb G suffc. 3 m. pl.	to drink	
158154	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	1) god b) activities of the gods	
# KTU 1.4 VI:56							
158155	w	w 	w	w	conj.	3) in the correlation protasis-apodosis	
158156	pq	pq  	pq[:w	/p-q/	vb G suffc. 3 m. pl.	to obtain, acquire	'a suckling is served'.
158157	mrġṯm	mrġṯm  	mrġṯ/m	mrġṯ	n. m. pl. abs. acc.	suckling	
158158	ṯd	ṯd	ṯd/	ṯd	n. m. sg. abs. gen.	1) breast	mrġṯm ṯd 'sucklings of the teat' (DULAT).
# KTU 1.4 VI:57							
158159	b	b 	b	b	prep.	in	
158160	ḥrb	ḥrb  	ḥrb/	ḥrb	n. f. sg. abs. gen.	knife	EUPT genders m.
158161	mlḥt	mlḥt  	mlḥ(t/t	mlḥt	n. f. sg. abs. gen.	salt	b ḥrb mlḥt 'with a salted knife'.
158162	qṣ	qṣ [ ]  	qṣ/	qṣ	n. m. sg. cstr. acc.	fillet (of meat)	qṣ mri 'a fillet of fatling' (DULAT qṣ, sense 2).
158163	mr	[m]r	mr(u(I)/&i	mrủ (I)	n. m. sg. abs. gen.	fattened	MERGE WITH THE NEXT: mr+i = mri, split across lines VI:57/58.
# KTU 1.4 VI:58							
158164	i	i  	mr(u(I)/&i	mrủ (I)	n. m. sg. abs. gen.	fattened	MERGE WITH THE PREVIOUS.
158165	tšty	tšty  	!t!šty[:w	/š-t-y/	vb G prefc. 3 m. pl.	to drink	
158166	krpnm	krp[nm  ]  	krpn/m	krpn	n. m. pl. abs. acc.	cup	Adverbial: 'they drink (from) goblets wine'.
158167	yn	[y]n	yn/	yn	n. m. sg. abs. acc.	wine	
# KTU 1.4 VI:59							
158168	b	[b ] 	b	b	prep.	in	
158169	ks	ks  	ks(I)/	ks (I)	n. m. sg. cstr. gen.	cup	
158170	ḫrṣ	ḫrṣ  	ḫrṣ/	ḫrṣ	n. m. sg. abs. gen.	gold	b ks ḫrṣ 'from a cup of gold'.
158171	dm	d[m  ]  	dm(II)/	dm (II)	n. m. sg. cstr. acc.	blood	dm ˤṣm 'the blood of trees' = wine.
158172	ˤṣm	[ʿṣm]	ˤṣ/m	ʕṣ	n. m. pl. abs. gen.	tree	
# KTU 1.4 VI:60							
158173	n	[           ]n	~n	-n (I)	encl. morph.	with c. n; in abs. state	Broken/isolated.
# KTU 1.4 VI:61							
158174	t	[           ]t	?	?	?	?	Isolated/broken sign.
# KTU 1.4 VI:62							
158175	ṯ	[           ]ṯ	ṯ	?	?	?	
# KTU 1.4 VI:63							
158176	n	[           ]n	~n	-n (I)	encl. morph.	with c. n; in abs. state	Broken/isolated.
# KTU 1.4 VI:64							
158177	xt	[           ]xt	?	?	?	?	Broken.
# KTU 1.4 VI:65							
158178	x	[           ]x	?	?	?	?	Broken; column end.
# KTU 1.4 VII:1							
158179	xxxxxx	[xxxxxx  ]  	?	?	?	?	Broken top of column.
158180		 	?	?	?	?	
158181	iqnim	iqni[m ] 	iqn(u&i/m	ỉqnủ	n. m. pl. abs. gen.	gem of lapis lazuli	Broken context.
158182	xxx	[xxx]	?	?	?	?	
# KTU 1.4 VII:2							
158183	xxxxxx	[xxxxxx  ]  	?	?	?	?	
158184	aliyn	aliyn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
158185	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 VII:3							
158186	kxxxx	k[xxxx  ]  	?	?	?	?	Broken: k[…].
158187	tk	tk  	tk/	tk	n. m. sg. cstr. acc.	centre	
158187	tk	tk  	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
158188	mdd	mdd 	mdd(I)/	mdd (I)	n. m. sg. cstr. gen.	beloved	Broken context.
158189	il	il	il(I)/	ỉl (I)	DN m. sg. abs. gen.	ʾIlu/Ilu/El	
# KTU 1.4 VII:4							
158190	ym	ym[ ] 	ym(I)/	ym (I)	n. m. sg. abs. gen.	day	Broken: ym[…]. | Migrated from legacy reviewed tokenization.
158190	ym	ym[ ] 	ym(II)/	ym (II)	n. m. sg. abs. gen.	sea	Broken: ym[…]. | Migrated from legacy reviewed tokenization.
158191	xxxx	[xxxx  ]  	?	?	?	?	Broken: ym[…]. | Migrated from legacy reviewed tokenization.
158192		 	?	?	?	?	
158193	l	l 	l(I)	l (I)	prep.	to	
158194	ẓr	ẓr  	ẓr(I)/	ẓr (I)	n. m. sg. cstr. gen.	upon	
158195	qdqdh	qdqdh	qdqd/+h	qdqd	n. m. sg. cstr. gen. + 3 m. sg. suff.	skull	l ẓr qdqdh 'on the top of his head'.
# KTU 1.4 VII:5							
158196	il	il[ ] 	il(I)/	ỉl (I)	DN m. sg. cstr. nom.	ʾIlu/Ilu/El	Surface ilhd; broken/uncertain (DULAT ỉlh). | Migrated from legacy reviewed tokenization.
158196	il	il[ ] 	il(I)/	ỉl (I)	DN m. sg. abs. nom.	ʾIlu/Ilu/El	Surface ilhd; broken/uncertain (DULAT ỉlh). | Migrated from legacy reviewed tokenization.
158196	il	il[ ] 	il(I)/	ỉl (I)	n. m. sg. cstr. nom.	god	Surface ilhd; broken/uncertain (DULAT ỉlh). | Migrated from legacy reviewed tokenization.
158196	il	il[ ] 	il(I)/	ỉl (I)	n. m. sg. abs. nom.	god	Surface ilhd; broken/uncertain (DULAT ỉlh). | Migrated from legacy reviewed tokenization.
158197	hd	[hd  ]  	hd/	hd(d)	DN sg. abs. nom.	Haddu/Hadad	Surface ilhd; broken/uncertain (DULAT ỉlh). | Migrated from legacy reviewed tokenization.
158198	b	b 	b	b	prep.	in	
158199	rḥq	rḥq  	!(y!rḥq[	/r-ḥ-q/	vb G prefc. 3 m. sg.	to go away	DULAT: '[y]rḥq — he went away from the mountain (?)'.
158200	b	b 	b	b	prep.	in	
158201	ġr	ġr	ġr(I)/	ġr (I)	n. m. sg. abs. gen.	mountain	
# KTU 1.4 VII:6							
158202	km	km  	km	km	prep.	like	
158203	yxxx	y[xxx  ]  	?	?	?	?	Broken: y[…].
158204		 	?	?	?	?	
158205	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. nom.	god	
158206	b	b 	b	b	prep.	in	
158207	ṣpn	ṣpn	ṣpn/	ṣpn	TN/DN gen.	Ṣapānu/Zaphon/the mountain dwelling of bʕl deified	b ṣpn 'on Zaphon'.
# KTU 1.4 VII:7							
158208	ˤdr	ʿdr  	ˤ(b&dr[	/ʕ-b-r/	vb G suffc. 3 m. sg.	to go over, cross, pass	DULAT reads ˤb(!)r (d for b): 'he passed from [town] to town'.
158209	l	l[ ] 	l(I)	l (I)	prep.	to, towards, up to	Split l + ˤr 'to the city'. | Migrated from legacy reviewed tokenization.
158210	ˤr	[ʿ]r    	ˤr(I)/	ʕr (I)	n. f. sg. abs. gen.	city	Split l + ˤr 'to the city'. | Migrated from legacy reviewed tokenization.
158211	ˤrm	ʿrm	ˤr(I)/~m	ʕr (I)	n. f. sg. abs. gen. + encl. -m	city	
# KTU 1.4 VII:8							
158212	ṯb	ṯb  	ṯb[	/ṯ-b/	vb G suffc. 3 m. sg.	to return, turn round, go back, make one’s way, go through	'he passes from town to town'.
158213	l	l 	l(I)	l (I)	prep.	to	
158214	pdr	pd[r  ]  	pdr(I)/	pdr (I)	n. m. sg. cstr. gen.	town	
158215	pdrm	[p]drm	pdr(I)/~m	pdr (I)	n. m. sg. abs. gen. + encl. -m	town	
# KTU 1.4 VII:9							
158216	ṯṯ	ṯṯ  	ṯṯ/	ṯṯ	num.	2) composite numbers	
158217	l	l 	l(I)	l (I)	prep.	to	
158218	ṯṯm	ṯṯm  	ṯṯm/	ṯṯm	num.	2) composite numbers	ṯṯ l ṯṯm 'sixty-six'.
158219	aḫd	aḫd  	(ʔ&aḫd[	/ʔ-ḫ-d(/ḏ)/	vb G suffc. 3 m. sg.	to collect, to take (back), grasp, seize, hold	'he seizes sixty-six towns'.
158220	ˤr	ʿr	ˤr(I)/	ʕr (I)	n. f. sg. abs. acc.	city	EUPT genders m.
# KTU 1.4 VII:10							
158221	šbˤm	šbʿm  	šbˤm/	šbʕm	num.	1) seventy c) in composite numbers	šbˤm šbˤ pdr 'seventy-seven towns'.
158222	šbˤ	šbʿ  	šbˤ(I)/	šbʕ (I)	n. num.	2) composite numbers b) tens	
158223	pdr	pdr	pdr(I)/	pdr (I)	n. m. sg. abs. acc.	town	
# KTU 1.4 VII:11							
158224	ṯmnym	ṯmnym  	ṯmnym/	ṯmnym	num.	eighty	ṯmnym bˤl 'eighty (cities) Baal (smites)'.
158225	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158226	mḫṣ	m[ḫṣ]	mḫṣ[	/m-ḫ-ṣ/	vb G suffc. 3 m. sg.	to wound	
# KTU 1.4 VII:12							
158227	tšˤm	tšʿm  	tšˤm/	tšʕm	num.	ninety	
158228	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158229	mrr	mr[r]	mr[r	/m-r(-r)/ (I)	vb G suffc. 3 m. sg.	to go away, leave	DULAT cites mr[r at this line s.v. /m-r(-r)/ (I).
# KTU 1.4 VII:13							
158230	b	b 	b	b	prep.	in	
158231	bt	bt [ ]  	bt(II)/	bt (II)	n. m. sg. abs. gen.	1) house	
158232	ˤrb	[ʿ]rb    	ˤrb[	/ʕ-r-b/ (I)	vb G suffc. 3 m. sg.	1) to enter	DULAT: '[ˤ]rb bˤl b qrb bt — Baal entered within (his) house'.
158233	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158234	b	b 	b	b	prep.	in	
158235	qrb	qrb	qrb/	qrb	n. m. sg. cstr. gen.	1) inside	
# KTU 1.4 VII:14							
158236	bt	bt  	bt(II)/	bt (II)	n. m. sg. abs. gen.	1) house	
158237	w	w 	w	w	conj.	and	
158238	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	'And Mightiest Baal answers'.
158239	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
# KTU 1.4 VII:15							
158240	bˤl	bʿl   	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158241	aštm	aštm  	!(ʔ&a!št[~m	/š-t/	vb G prefc. 1 c. sg. + encl. -m	to place, set, set up, leave	'I will indeed set (a window), O Kothar'.
158242	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
158243	bn	bn	b~n	b	prep. + encl. -n	2) temporal situation a) time when something happens	
# KTU 1.4 VII:16							
158244	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. gen.	1) day a) as a date	bn ym 'this very day'.
158245	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
158246	bnm	bnm  	b~nm	b	prep. + encl.	in	
158247	ˤdt	ʿdt	ˤd(t(II)/t	ʕdt (II)	n. f. sg. abs. gen.	date	bnm ˤdt 'at the appointed time'.
# KTU 1.4 VII:17							
158248	yptḥ	yptḥ  	!y!ptḥ[	/p-t-ḥ/	vb G prefc. 3 m. sg.	to open	DULAT: 'he opens a window in the palace'.
158248	yptḥ	yptḥ  	!y!](n]ptḥ[	/p-t-ḥ/	vb N prefc. 3 m. sg.	to open	N reading: 'a window is opened' (DULAT notes a possible N).
158249	ḥln	ḥln  	ḥln/	ḥln	n. m. sg. abs. acc.	window	
158250	b	b 	b	b	prep.	in	
158251	bhtm	bhtm	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	2) palace	
# KTU 1.4 VII:18							
158252	urbt	urbt  	urb(t/t	ủrbt	n. f. sg. abs. acc.	window	
158253	b	b 	b	b	prep.	in	
158254	qrb	qrb 	qrb/	qrb	n. m. sg. cstr. gen.	inside	
158255	hkl	hkl	hkl/m	hkl	n. m. pl. abs. gen.	palace	MERGE WITH THE NEXT: hkl+m = hklm, split VII:18/19.
# KTU 1.4 VII:19							
158256	m	m  	hkl/m	hkl	n. m. pl. abs. gen.	palace	MERGE WITH THE PREVIOUS.
158257	w	w 	w	w	conj.	and	Split w + yptḥ written together. | Migrated from legacy reviewed tokenization.
158258	yptḥ	[y]ptḥ    	!y!ptḥ[	/p-t-ḥ/	vb G prefc. 3 m. sg.	to open	Split w + yptḥ written together. | Migrated from legacy reviewed tokenization.
158259	bdqt	bdqt  	bdq(t/t	bdqt	n. f. sg. cstr. acc.	fissure	
158260	ˤrpt	ʿrpt	ˤrp(t/t=	ʕrpt	n. f. pl. tant. abs. gen.	cloud(s)	bdqt ˤrpt 'a rift in the clouds'.
# KTU 1.4 VII:20							
158261	ˤl	ʿl 	ˤl(I)	ʕl (I)	prep.	2) relationship of cause a) according to	
158262	hwt	hwt  	hw(t(I)/t	hwt (I)	n. f. sg. cstr. gen.	word	ˤl hwt kṯr 'at the word of Kothar'.
158263	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. gen.	Koṯaru/Kothar	
158264	w	w 	w	w	conj.	and	
158265	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 VII:21							
158266	ṣḥq	ṣḥq  	ṣḥq[	/ṣ-ḥ-q/	vb G suffc. 3 m. sg.	to laugh	'Kothar-and-Khasis laughs'.
158267	kṯr	kṯr  	kṯr(III)/	kṯr (III)	DN m. sg. abs. nom.	Koṯaru/Kothar	
158268	w	w 	w	w	conj.	and	
158269	ḫss	ḫss	ḫss/	ḫss	DN m. sg. abs. nom.	Ḫasisu/Khasis	
# KTU 1.4 VII:22							
158270	yšu	yšu   	!y!(nš(ʔ[&u	/n-š-ʔ/	vb G prefc. 3 m. sg.	to raise	
158271	gh	gh   	g/+h	g	n. m. sg. cstr. acc.	(loud) voice	
158272	w	w 	w	w	conj.	and	
158273	yṣḥ	yṣḥ	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim	
# KTU 1.4 VII:23							
158274	l	l 	l(II)	l (II)	neg. adv.	no, not	l rgmt lk 'did I not tell you?' (DULAT; // 1.2 IV:7).
158274	l	l 	l(III)	l (III)	functor	certainly, undoubtedly, yes	
158275	rgmt	rgmt  	rgm[t	/r-g-m/	vb G suffc. 1 c. sg.	to say	
158276	lk	lk  	l(I)+k	l (I)	prep. + 2 m. sg. suff.	to	
158277	l	l 	l(IV)	l (IV)	interj.	oh!	
158278	ali	ali	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	MERGE WITH THE NEXT: ali+yn = aliyn, split across lines VII:23/24.
# KTU 1.4 VII:24							
158279	yn	yn  	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	MERGE WITH THE PREVIOUS; l ali|yn bˤl 'O Mightiest Baal'.
158280	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158281	tṯbn	tṯbn  	!t=!ṯb[~n	/ṯ-b/	vb G prefc. 2 m. sg. + energic -n	to return, turn round, go back, make one’s way, go through	'you will come round, O Baal, to my word'.
158282	bˤl	bʿl	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
# KTU 1.4 VII:25							
158283	l	l 	l(I)	l (I)	prep.	to	
158284	hwty	hwty   	hw(t(I)/t+y	hwt (I)	n. f. sg. cstr. + 1 c. sg. suff.	word	
158285	yptḥ	yptḥ  	!y!ptḥ[	/p-t-ḥ/	vb G prefc. 3 m. sg.	to open	DULAT: 'he opened a window in the palace'.
158285	yptḥ	yptḥ  	!y!](n]ptḥ[	/p-t-ḥ/	vb N prefc. 3 m. sg.	to open	N reading: 'a window is opened'.
158286	ḥ	ḥ	ḥln/	ḥln	n. m. sg. abs. acc.	window, opening	MERGE WITH THE NEXT: ḥ+ln = ḥln, split across lines VII:25/26.
# KTU 1.4 VII:26							
158287	ln	ln  	ḥln/	ḥln	n. m. sg. abs. acc.	window, opening	MERGE WITH THE PREVIOUS.
158288	b	b 	b	b	prep.	in	
158289	bhtm	bhtm  	bht(II)/m	bt (II)	n. m. pl. cstr. gen.	house	
158290	urbt	urbt	urb(t/t	ủrbt	n. f. sg. abs. acc.	window	
# KTU 1.4 VII:27							
158291	b	b 	b	b	prep.	in	
158292	qrb	qrb  	qrb/	qrb	n. m. sg. cstr. gen.	inside	
158293	hklm	hklm   	hkl/m	hkl	n. m. pl. abs. gen.	palace	
158294	yptḥ	yptḥ	!y!ptḥ[	/p-t-ḥ/	vb G prefc. 3 m. sg.	to open	'Baal opens a rift in the clouds'.
# KTU 1.4 VII:28							
158295	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
